fips,state,per_capita_income,total_employment,avg_annual_wage,elec_rate_cents_kwh,poverty_rate,unemployment_rate,pop_density,median_age,pct_bachelors
37043,NC,27478.333333333332,1919.3333333333333,27088.0,10.218402569102667,22.6,11.5,48.839520644268,49.300000000000004,19.400000000000002
37089,NC,34790.666666666664,33700.0,34249.0,10.304153055598999,13.5,8.4,282.3540662843088,45.1,27.53333333333333
37037,NC,46940.0,14203.666666666666,32670.0,10.379517911689275,11.1,8.200000000000001,91.84577100561017,43.36666666666667,36.1
37137,NC,35346.333333333336,3135.3333333333335,27545.666666666668,10.488763728042438,13.8,9.666666666666666,38.959135055891515,47.699999999999996,17.900000000000002
37087,NC,32765.666666666668,16431.0,32137.666666666668,10.54410619595966,14.2,9.866666666666667,106.19023532528844,45.4,21.8
37113,NC,31558.666666666668,10516.666666666666,29979.333333333332,10.301224565506693,19.6,11.200000000000001,65.29034994313837,48.0,19.900000000000002
37197,NC,30710.666666666668,9638.333333333334,28992.333333333332,10.257619298982183,17.6,10.200000000000001,114.09338532243392,41.5,11.766666666666666
37167,NC,30222.0,18076.666666666668,30955.666666666668,10.357321974557776,14.9,11.700000000000001,152.70532391412013,40.23333333333333,15.366666666666667
37041,NC,32653.0,4697.333333333333,31326.666666666668,10.914598968023686,24.7,11.733333333333334,86.00288433136217,43.56666666666666,16.599999999999998
37117,NC,29646.666666666668,7425.666666666667,29934.333333333332,11.15949691103528,24.9,12.466666666666667,53.419571206132474,43.56666666666666,12.366666666666667
37119,NC,50274.666666666664,551481.6666666666,56042.333333333336,10.271732461234587,14.5,9.833333333333334,1728.345476711134,33.9,40.23333333333333
37003,NC,28498.666666666668,8754.666666666666,28727.666666666668,10.309249187170167,18.3,11.333333333333334,142.02742465911493,40.63333333333333,11.4
37091,NC,26622.0,8988.333333333334,32501.0,10.657660812396118,25.0,10.933333333333332,69.25771973738358,40.73333333333333,15.1
37105,NC,32994.0,24950.333333333332,37706.0,10.453694008404188,17.4,12.166666666666666,222.48054721335726,37.53333333333333,19.066666666666666
37053,NC,37453.666666666664,5325.0,30695.666666666668,10.608502602800359,9.9,8.9,89.70418478682801,40.76666666666667,17.2
37059,NC,38266.666666666664,9514.333333333334,30608.0,10.221102158444054,13.0,10.533333333333333,155.1630204639886,42.199999999999996,23.900000000000002
37007,NC,27635.333333333332,7491.333333333333,31022.333333333332,10.320516756152056,22.2,12.5,50.34674855414289,39.733333333333334,8.533333333333333
37165,NC,28863.0,11935.333333333334,31800.0,10.497715241161183,30.6,17.666666666666668,113.65753796661863,37.36666666666667,14.166666666666666
37147,NC,33829.666666666664,70574.33333333333,38118.0,10.693727632992331,24.0,9.833333333333334,252.59235868617716,30.866666666666664,27.933333333333334
37065,NC,29355.0,18346.666666666668,35175.333333333336,10.629094120083217,24.0,15.233333333333334,111.27818358803093,39.6,10.366666666666667
37075,NC,27161.666666666668,2185.3333333333335,29693.333333333332,10.218402569102667,17.3,17.866666666666667,29.93499243062548,42.5,12.666666666666666
47067,TN,21855.0,896.0,23642.333333333332,10.340668255121066,32.7,14.066666666666668,30.473543117252294,42.56666666666666,8.299999999999999
47019,TN,28597.333333333332,10023.666666666666,29180.0,10.211774927160143,22.8,10.133333333333333,168.79604287665052,41.9,15.366666666666667
47149,TN,33125.333333333336,97819.66666666667,42159.0,10.230639079659705,13.0,7.8999999999999995,415.53912394276887,32.199999999999996,27.066666666666666
47029,TN,26648.0,7422.0,30382.0,10.139292155752326,26.0,12.966666666666667,81.53973731375224,42.166666666666664,8.166666666666666
47127,TN,32253.333333333332,1573.0,37960.666666666664,10.474018232643251,14.7,6.966666666666666,48.85095274577023,43.03333333333333,14.0
47169,TN,30519.333333333332,1471.6666666666667,28816.0,9.822315770786465,13.2,10.166666666666666,68.17559018849883,38.13333333333333,11.799999999999999
47059,TN,33175.0,23453.333333333332,34433.666666666664,9.928294713608203,22.5,11.633333333333333,110.12227653043895,42.199999999999996,14.833333333333334
47065,TN,42325.666666666664,182151.66666666666,42374.333333333336,10.33260582134816,16.2,7.8,614.1106135166973,39.1,27.400000000000002
47075,TN,28799.0,5072.0,36329.666666666664,10.5591472342113,21.2,13.866666666666667,35.34625006487128,38.666666666666664,12.466666666666667
47117,TN,28597.0,7277.333333333333,32288.666666666668,10.538379756490622,17.9,11.766666666666666,80.60913399136707,39.06666666666667,11.966666666666667
47089,TN,29047.666666666668,11025.666666666666,34887.666666666664,9.978620199266992,19.2,10.6,185.71918484668922,40.03333333333333,13.200000000000001
47177,TN,28561.333333333332,11634.333333333334,33616.333333333336,10.145750446328249,22.9,10.133333333333333,91.66583848156306,38.43333333333334,11.533333333333333
47031,TN,32197.333333333332,22985.0,37737.0,10.449719339314527,20.6,9.833333333333334,122.63422260764696,38.93333333333333,18.866666666666667
47173,TN,25986.333333333332,2523.3333333333335,34615.0,10.036376913476625,22.6,10.266666666666667,85.6043020563579,39.93333333333334,6.866666666666667
47071,TN,32563.0,7565.0,36076.333333333336,10.567027643905362,22.2,11.266666666666666,45.01134807775338,42.73333333333333,10.133333333333333
47015,TN,29234.0,1882.6666666666667,28002.666666666668,9.821132293354276,16.4,10.133333333333333,51.6448008231847,40.6,12.0
47145,TN,34262.333333333336,18020.333333333332,52685.0,10.311470060218712,14.4,9.1,150.00152454658598,44.56666666666666,17.033333333333335
47137,TN,28721.333333333332,921.6666666666666,24732.666666666668,10.548732066230222,21.0,10.733333333333334,31.239198506147005,44.699999999999996,12.066666666666668
47079,TN,33175.666666666664,9958.333333333334,30873.666666666668,9.606548088075149,17.4,10.733333333333334,57.237738965157625,43.73333333333333,15.200000000000001
47183,TN,29617.666666666668,9691.666666666666,29905.0,10.154880906583807,20.5,11.299999999999999,59.7630522572756,37.03333333333333,18.933333333333334
47049,TN,26041.0,4281.0,27763.666666666668,10.505194469901365,25.4,11.366666666666667,35.83517011728008,42.1,10.566666666666666
